,,,,,,,,,,,,,,,,
 ,"Набор джибитсов
«Дзынь»","Материал: пвх 
Размер: Кот с медалью-2.4х27мм
Котик в очках-19х29мм
Котик с монетками-19х23мм
Толщина джибится: 4 мм
Упаковка: индивдуальный пакет с зиплок и штрихкодом
Примечание от фабрики: 
открытие форм фатора ","Материал: ПВХ
Размеры: 
Кот с медалью-2.4х27мм Цвета: RAL 9005, RAL 9003, RAL 1018, RAL 5012, RAL 3028
Котик в очках-19х29мм, RAL 9005, RAL 9003, RAL 6018, RAL 6037, RAL 3028
Котик с монетками-19х23ммRAL 9005, RAL 9003, RAL 1018, RAL 3028
Толщина джибится: 4 мм
Заливка в 3 слоя и 5 цветов
Использовать безопасные и устойчивые к выцветанию красители.
Все используемые материалы должны соответствовать стандартам безопасности (безопасность для детей, отсутствие токсичных веществ).
Упаковка: серебряный зип-лок пакет размер: 10,5х14,9 см, наклейка с шк на обратную часть упаковки                                                                                                                                                          ",https://www.dropbox.com/scl/fo/njesst5d5re8kbmaes9te/AEB1FkuzFbmndat_hcJVEDM?rlkey=hqcxz0jaqemaqzprus5fg6z7a&st=rbi79ixc&dl=0, Дизайн: джиббитсы в пантон. Джиббитсы по индивидуальному размеру и дизайну ,4380,"1,4","122,8",45-50,"1,5","134,3",35-40,35 000,10,20-22,
,,,,,,,,,,,,,,,,
 ,"Набор джибитсов
«Альфа»","Материал: пвх 
Размер: - джибитс свободный - 38х19мм
- джибитс собака - 36х33мм
- джибитс умный - 42х25мм
Толщина: 4 мм
Упаковка: индивдуальный пакет с зиплок и штрихкодом
Примечание от фабрики: 
открытие форм фатора ","Материал: ПВХ
Размер и цвета
- джибитс свободный - 38х19мм Цвета - салатовый флюрнеон, черный RAL 9005
- джибитс собака - 36х33мм Цвета - ,RAL 9003, RAL 3028
- джибитс умный - 42х25мм, Цвета RAl 5005, RAL - салатовый флюрнеон
Толщина: 4 мм
Заливка в 3 слоя и 3 цвета
Использовать безопасные и устойчивые к выцветанию красители.
Все используемые материалы должны соответствовать стандартам безопасности (безопасность для детей, отсутствие токсичных веществ).
Упаковка: серебряный зип-лок пакет размер: 10,5х14,9 см, наклейка с шк на обратную часть упаковки                                                                                                                                                                                       ",https://www.dropbox.com/scl/fo/oer5esm4d94e6ytkm4n2i/ABu11zhivXlohWWyU9-B4-U?rlkey=44u2plu5pmfmhrtsevbou9p90&st=ix4u2zo3&dl=0, Дизайн: джиббитсы в пантон. Джиббитсы по индивидуальному размеру и дизайну ,6033,"1,2","108,0",45-50,"1,4","118,9",35-40,35 000,10,20-22,
,,,,,,,,,,,,,,,,
 ,"Набор джибитсов
«Немалый бизнес»","Материал: пвх 
Размер: - джибитс лев - 25х25мм
- джибитс бизнес - 29х34мм
- джибитс а- 18х18мм 
Толщина: 4 мм
Упаковка: индивдуальный пакет с зиплок и штрихкодом
Примечание от фабрики: 
открытие форм фатора ","Материал: ПВХ
Размеры: 
- джибитс лев - 25х25мм, Цвета : RAl 3028, RAL 1023, RAL 2004
- джибитс бизнес - 29х34мм, Цвета: салатовый флюрнеон, RAL 3028, RAL 9003, PAL 9005
- джибитс а- 18х18мм RAL 3028, RAL белый
Толщина: 4 мм
Заливка в 3 слоя и 4 цвета
Использовать безопасные и устойчивые к выцветанию красители.
Все используемые материалы должны соответствовать стандартам безопасности (безопасность для детей, отсутствие токсичных веществ).
Упаковка: серебряный зип-лок пакет размер: 10,5х14,9 см, наклейка с шк на обратную часть упаковки                                                                                                                                                          ",https://www.dropbox.com/scl/fo/rjkkuq9p4mzbdom4ef6qe/AOr8-fj1awvNHz7ShlYy6wY?rlkey=ilessk1uqo25g4mog5k10pi8q&st=c6zovnyn&dl=0, Дизайн: джиббитсы в пантон. Джиббитсы по индивидуальному размеру и дизайну ,2 683,"1,7","145,8",45-50,"1,8","156,6",35-40,35 000,10,20-22,
,,,,,,,,,,,,,,,,
 ,Браслет с джибитсами,"Материал: пвх
Размер: 230х25мм
Кот с медалью-2.4х27мм 
Котик в очках-19х29мм
Котик с монетками-19х23мм
Упаковка: индивидуальный пакет с штрихкодом 
Примечание от фабрики: 
открытие форм фатора ","Браслет для джибитсов  :
1. материал: ПВХ, твердость готового изделия  не менее 68 по Шор А (68 Sh A) и не более  70 по Шор А (70 Sh A) 
2. размер: 230х25мм, отверстия диаметром 7 мм с прорезью
3. цвет: RAL 3028 1 слой, второй слой -белый ( 2 заливки) 
4.Набор из трех джибитс «Дзынь». 
Размеры: 
Кот с медалью-2.4х27мм Цвета: RAL 9005, RAL 9003, RAL 1018, RAL 5012, RAL 3028
Котик в очках-19х29мм, RAL 9005, RAL 9003, RAL 6018, RAL 6037, RAL 3028
Котик с монетками-19х23ммRAL 9005, RAL 9003, RAL 1018, RAL 3028
Джибитсы сразу вставлены в браслет.
4. упаковка: флоу пак пакет прозрачный, наклейка с шк на упаковку                                                                                                                                                    ",https://www.dropbox.com/scl/fo/3p2c4mjx4md73tknlbyfv/AKfGN79B5Mx-5REwO6NY_M8?rlkey=witgnletg90iyl8zbfudiv3gm&st=s7gh6rpj&dl=0," Дизайн: Браслет и джиббитсы в пантон, нанесение лого на браслет. Браслет и джиббитсы по индивидуальному размеру и дизайну ",164031,"1,6","142,1",55-60,"1,8","154,5",45-50,45 000,10,20-22,
,,,,,,,,,,,,,,,,
 ,Браслет,"Материал: пвх
Размер: 230х25мм
Упаковка: индивидуальный пакет с штрихкодом 
Примечание от фабрики: 
открытие форм фатора ","Бнабором из 3 джибитсов :
1. материал: ПВХ, твердость готового изделия  не менее 68 по Шор А (68 Sh A) и не более  70 по Шор А (70 Sh A) 
2. размер: 230х25мм, отверстия диаметром 7 мм с прорезью
3. цвет: RAL 3028 1 слой, второй слой -белый ( 2 заливки) 
4. упаковка: индивидуальный пакет, наклейка с шк на дно упаковки                                                                                                                                          ",https://www.dropbox.com/scl/fo/4ocqdhevt6ejhm56h3i6f/AKrm_EIVg4YO6ek1gthY2xw?rlkey=mvjps4obn4f59d2ifcxzk21z2&st=tg42cnco&dl=0," Дизайн: Браслет в пантон, нанесение лого на браслет. Браслет по индивидуальному размеру и дизайну ",109 482,"0,9","80,0",55-60,"1,0","89,2",45-50,15 000,10,20-22,
,,,,,,,,,,,,,,,,
 ,Бутылка для воды котики,"Материал: алюминий
Размер: 750 мл, 7,2*25 см
Упаковка: OPP пакет, шк на дно упаковки
Примечание от фабрики: 
*цена дана с учетом того, что весь тираж выполнен в одном цвете","Бутылка для воды, цвет красный/белый/черный:
1. материал: алюминий
2. размер: диаметр 7,2 см; высота 25 см, объем: 750 мл
3. брендирование: круговая УФ-печать
4. упаковка: индивидуальный пакет, наклейка с шк на дно упаковки                                                                                                                                                                               ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ADGYtRgvAlLloETNhn3Nx0Q/_good/%D0%91%D1%83%D1%82%D1%8B%D0%BB%D0%BA%D0%B0%20%D1%81%20%D0%BA%D0%BE%D1%82%D0%B8%D0%BA%D0%B0%D0%BC%D0%B8?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: круговая уф-печать, цвет в пантон",17 054,"5,9","520,6",50-55,"6,8","599,4",40-45,18 500,10,20-22,
 ,Бутылка для воды,"Материал: алюминий
Размер: 750 мл, 7,2*25 см
Упаковка: OPP пакет, шк на дно упаковки

","Бутылка для воды, цвет красный:
1. материал: алюминий
2. размер: диаметр 7,2 см; высота 25 см, объем: 750 мл
3. брендирование: круговая УФ-печать, полная зарпечатка
4. упаковка: индивидуальный пакет, наклейка с шк на дно упаковки                                                                                                                                                                   ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ADpxXSv98l_dWsGzwpvxo4Y/_good/%D0%91%D1%83%D1%82%D1%8B%D0%BB%D0%BA%D0%B0%20%D0%B4%D0%BB%D1%8F%20%D0%B2%D0%BE%D0%B4%D1%8B?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: круговая уф-печать, цвет в пантон",33 078,"3,6","317,5",50-55,"4,5","393,8",40-45,18 500,10,20-22,
 ,Взрослый мини-рюкзак,"Материал: 100% полиэстер, плотность ткани Оксфорд - 210D, белый
обработка всех внутренних швов оверлок
фурнитура шнур круглый плетеный с наполнителем из полиэфира 8 мм вид крепления шнурка - узел прячется внутрь, длина шнурка 3,9м/изделие. Люверс черный матовый, внутренний диаметр D=9 мм, дополнительно к люверсу уплотнительная шайба из пластика
Размер: размер готового изделия: 485х395 мм
Упаковка: индивидуальный пакет  с клеевым слоем,  хентег 10х6 см 1+0, матовая ламинация","Взрослый мини-рюкзак:
1. материал: 100% полиэстер, плотность ткани Оксфорд - 210D, белый
2. размер готового изделия: 485х395 мм
3. обработка всех внутренних швов оверлок
4. фурнитура шнур круглый плетеный с наполнителем из полиэфира 8 мм вид крепления шнурка - узел прячется внутрь, длина шнурка 3,9м/изделие. Люверс черный матовый, внутренний диаметр D=9 мм, дополнительно к люверсу уплотнительная шайба из пластика
5. брендирование: полная запечатка полотна согласно макета, 4+0
6. упаковка: индивидуальный пакет  с клеевым слоем,  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк на оборотную сторону пакета",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ANELdohuUT4YSM4KTHN8sAc/_good/%D0%92%D0%B7%D1%80%D0%BE%D1%81%D0%BB%D1%8B%D0%B9%20%D0%BC%D0%B8%D0%BD%D0%B8-%D1%80%D1%8E%D0%BA%D0%B7%D0%B0%D0%BA%20(%D0%BA%D1%80%D0%B0%D1%81%D0%BD%D1%8B%D0%B9)?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: полная запечатка полотна согласно макета, 4+0",39 599,"2,1","186,9",50-55,"2,4","211,3",40-45,12 300,5,15-17,
 ,Детский мини-рюкзак,"Материал: 100% полиэстер, плотность ткани Оксфорд - 210D
Размер: размер готового изделия: 410х330 мм
обработка всех внутренних швов оверлок
фурнитура шнур полипропиленовый переплетенный  с сердечником 8 мм вид крепления шнурка - узел прячется внутрь, размер шнурка 3,4 м. Люверс черный матовый  внутренний диаметр D=9 мм
Упаковка: индивидуальный пакет с клеевым слоем  хентег 10х6 см 1+0, матовая ламинация
Примечание от фабрики: ","Детский мини-рюкзак:
1. материал: 100% полиэстер, плотность ткани Оксфорд - 210D
2. размер готового изделия: 410х330 мм
3. обработка всех внутренних швов оверлок
4. фурнитура шнур полипропиленовый переплетенный  с сердечником 8 мм вид крепления шнурка - узел прячется внутрь, размер шнурка 3,4 м. Люверс черный матовый  внутренний диаметр D=9 мм
5. брендирование: полная запечатка 4+0, печатные элементы должны быть ниже шва и не попадать в него 
6. упаковка: индивидуальный пакет с клеевым слоем  хентег 10х6 см 1+0, матовая ламинация, наклейка с шк  на оборотную сторону пакета                                                                                                    ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ANyO57KL0i4pdvE4GXZ8Jm0/_good/%D0%94%D0%B5%D1%82%D1%81%D0%BA%D0%B8%D0%B9%20%D0%BC%D0%B8%D0%BD%D0%B8-%D1%80%D1%8E%D0%BA%D0%B7%D0%B0%D0%BA?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: полная запечатка 4+0, печатные элементы должны быть ниже шва и не попадать в него ",33 512,"1,6","136,9",50-55,"1,8","154,6",40-45,12 300,5,15-17,
 ,Стикерпак смоляной,"Материал:  самоклеющаяся пленка ПВХ, 135-150  г/м2
Размер:  А6
Упаковка:  упаковка индивидуальный пакет с клеевым слоем, наклейка с шк на обратную часть упаковки","Стикерпак с изображением персонажей:
1. материал: самоклеющаяся пленка ПВХ, 135-150  г/м2
2. формат: А6
3. вырубка, печать подложки 4+0, печать стикеров 4+0, смолянная заливка
4. упаковка индивидуальный пакет с клеевым слоем, наклейка с шк на обратную часть упаковки
                                                                                                                                                                               ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ACeJz0P2dg3mVfWiyfrTysM/_good/%D0%A1%D1%82%D0%B8%D0%BA%D0%B5%D1%80%D0%BF%D0%B0%D0%BA%20%D1%81%20%D0%94%D0%B7%D1%8B%D0%BD%D0%B5%D0%BC?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: вырубка, печать подложки 4+0, печать стикеров 4+0, смолянная заливка",9 966,"0,5","47,9",55-60,"0,6","55,5",45-50,12 300,7,17-19,
 ,Стикерпак 2D,"Материал: самоклеющаяся бумага 80 г/м2
Размер:  А6
Упаковка: индивидуальный пакет с клеевым слоем, наклейка с шк на обратную часть упаковки ","Стикерпак с изображением персонажей:
1. материал: самоклеющаяся бумага 80 г/м2
2. формат: А6
3. вырубка, печать подложки 4+0, печать стикеров 4+0 + лак, флатовка
4. упаковка индивидуальный пакет с клеевым слоем, наклейка с шк на обратную часть упаковки 
                                                                                 ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ACeJz0P2dg3mVfWiyfrTysM/_good/%D0%A1%D1%82%D0%B8%D0%BA%D0%B5%D1%80%D0%BF%D0%B0%D0%BA%20%D1%81%20%D0%94%D0%B7%D1%8B%D0%BD%D0%B5%D0%BC?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: вырубка, печать подложки 4+0, печать стикеров 4+0 + лак, флатовка",93 064,"0,3","24,4",65-70,"0,3","28,7",55-60,8 100,7,17-19,
 ,Стикеры 3D,"Материал:  ПВХ, бумага 250гр
Размер: A6
Упаковка:  индивидуальный пакет с клеевым слоем, наклейка с шк на обратную часть упаковки","Стикерпак с изображением персонажей:
1. Стикеры: ПВХ, 4+0
2. Подложка: бумага 250гр, ламинация 1+0, размер 9,6х17 см, печать 4+0, 
3. упаковка индивидуальный пакет с клеевым слоем, наклейка с шк на обратную часть упаковки
                                                                                                                                                    
",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/ACeJz0P2dg3mVfWiyfrTysM/_good/%D0%A1%D1%82%D0%B8%D0%BA%D0%B5%D1%80%D0%BF%D0%B0%D0%BA%20%D1%81%20%D0%94%D0%B7%D1%8B%D0%BD%D0%B5%D0%BC?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн:  ПВХ, 4+0
Подложка: бумага 250гр, ламинация 1+0, размер 9,6х17 см, печать 4+0,",221 267,"0,4","36,0",65-70,"0,5","43,9",55-60,22 900,10,20-22,
 ,Хентег,"Материал: 
Размер: 
Упаковка: 
Примечание от фабрики: ","Мелованная бумага 300гр, матовая ламинация 1+0, печать 1+0, ращмер 10х6см, вырубленное отверстие под крепление 3мм",https://disk.yandex.ru/d/MBi4CFO2zoX8ew , Дизайн: ,,,,,,,,,,10-12,
,,,,,,,,,,,,,,,,
 ,Худи в.1  черный,"Материал: 1. ткань – скуба хлопок компакт пень 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3.черный глубокий цвет.
Размер: S/M/L/XL/XXL  
Упаковка: упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
Примечание от фабрики: ","Худи с принтом свободного кроя с капюшоном и карманом (цвет черный):
1. ткань – скуба хлопок компакт пенье FRS 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3.черный глубокий цвет.
4. брендирование:
– на груди леттеринг рефлекторная пленка, размер 30смх15см, отступ от горловины - 9 см. На черном худи цвет пленки в пантон 2035 C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края
5. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
6. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AABA9hls2osnLUU95W9H2vQ/_better/%D0%A5%D1%83%D0%B4%D0%B8%20%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D0%B8%D0%BA%D0%B0?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: 
– на груди леттеринг рефлекторная пленка, размер 30смх15см, отступ от горловины - 9 см. На черном худи цвет пленки в пантон 2035 C
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края",3 040,"31,7","2792,4",55-60,"34,4","3026,2",45-50,17 500,15,25-27,
 ,Худи в.1  красный,"Материал: 1. ткань – скуба хлопок компакт пенье 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3. для красного худи ткань выкрашивается по пантону
Размер: S/M/L/XL/XXL  
Упаковка:  в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)","Худи с принтом свободного кроя с капюшоном и карманом (цвет красный):
1. ткань – скуба хлопок компакт пенье FRS 300гр, состав: хлопок 82%, полиэстер  12%, эластан 6%
2. манжеты и низ изделия - кашкорсе
3. для красного худи ткань выкрашивается по пантону 18-1664 TPG (Fiery Red) 
4. брендирование:
– на груди леттеринг рефлекторная пленка, размер 30смх15см, отступ от горловины - 9 см.  на красном худи цвет пленки белый.
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края
5. упаковка в индивидуальный пакет с зип локом, матовый, хентег 10х6 см 1+0, матовая ламинация, наклейка с шк и честный знак на  оборотную сторону хенгета (2 наклейки)
6. размерный ряд: S/M/L/XL/XXL  ",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AABA9hls2osnLUU95W9H2vQ/_better/%D0%A5%D1%83%D0%B4%D0%B8%20%D0%9C%D0%B5%D1%82%D0%B0%D0%BB%D0%BB%D0%B8%D0%BA%D0%B0?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: – на груди леттеринг рефлекторная пленка, размер 30смх15см, отступ от горловины - 9 см.  на красном худи цвет пленки белый.
– ПВХ шеврон,  размером 6х2х0.2см. Размещение -нижняя левая сторона, отступ 6см от бокового шва и 6,5 см от нижнего края",2 248,"34,0","2988,3",55-60,"36,7","3227,9",45-50,17 500,15,25-27,
