 ,Эко-ручка черная,"Материал: кртон
Размер: 14,3х0,8 см
Упаковка: индивидуальный пакет с наклейкой шк
","Шариковая ручка:
1. материал: картон
2. размер: 14,3х0,8 см
3. брендирование: тампопечать 2+2 в два удара
4. упаковка: индивидуальный пакет, наклейка с шк
",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AC0D7s-JvspBJK3Nz_DBa7w/_%D0%B2%D0%B7%D1%8F%D1%82%D1%8C%20%D1%81%20%D1%81%D0%BE%D0%B1%D0%BE%D0%B9/%D0%AD%D0%BA%D0%BE%D1%80%D1%83%D1%87%D0%BA%D0%B0%20%D0%B8%D0%B7%20%D0%B1%D1%83%D0%BC%D0%B0%D0%B3%D0%B8?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1, Дизайн: нанесение лого. Вид нанесения- тампопечать ,1 072,"0,4","32,9",40-45,"0,4","35,0",30-35,8 500,5,15-17,
,,,,,,,,,,,,,,,,
 ,Эко-ручка красная,"Материал: кртон
Размер: 14,3х0,8 см
Упаковка: индивидуальный пакет с наклейкой шк
","Шариковая ручка:
1. материал: картон
2. размер: 14,3х0,8 см
3. брендирование: тампопечать 1+1 в два удара
4. упаковка: индивидуальный пакет, наклейка с шк
",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AC0D7s-JvspBJK3Nz_DBa7w/_%D0%B2%D0%B7%D1%8F%D1%82%D1%8C%20%D1%81%20%D1%81%D0%BE%D0%B1%D0%BE%D0%B9/%D0%AD%D0%BA%D0%BE%D1%80%D1%83%D1%87%D0%BA%D0%B0%20%D0%B8%D0%B7%20%D0%B1%D1%83%D0%BC%D0%B0%D0%B3%D0%B8?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1, Дизайн: нанесение лого. Вид нанесения- тампопечать ,59 558,"0,2","17,3",60-65,"0,2","19,4",50-55,8 500,5,15-17,
,,,,,,,,,,,,,,,,
 ,Ручка «это карта»,"Материал: пластик 
Размер: 14,2*1 см
Упаковка: картонный конверт 
Примечание от фабрики: ","Шариковая ручка:
1. материал: переработанный пластик
2. размер: 14,4х1 см
3. брендирование: тампопечать 2+0
4. упаковка: картонный конверт с печатью 1+0 , индивидуальный пакетик, наклейка с шк
",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AExyloHcXxwv_BO5vCcR0Lw/_%D0%B2%D0%B7%D1%8F%D1%82%D1%8C%20%D1%81%20%D1%81%D0%BE%D0%B1%D0%BE%D0%B9/%D0%A0%D1%83%D1%87%D0%BA%D0%B0%20%D0%B8%D0%B7%20%D0%BA%D0%B0%D1%80%D1%82?dl=0&rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1," Дизайн: нанесение лого на ручку. Вид нанесения- тампопечать 
Нанесение лого на конверт ",4 234,"0,3","28,0",60-65,"0,4","31,5",50-55,13 500,7,17-19,
,,,,,,,,,,,,,,,,
 ,Блокнот тонкий,"Материал:  материал обложки  красный вариант: обложка дизайнерская красная бумага близкая по цвету к пантону 2035С 260 – 300 гр. гр, черный: черная дизайнерская бумага 260-300 гр.- материал блока  КРЕМОВАЯ (ПУХЛАЯ) 70г
шитье ниткой по корешку: красные и черные нитки
Размер: Формат 130х210мм, шитье ниткой по корешку
Упаковка:  в индивидуальный пакет с клеевым слоем и в гофрокороб, наклейка с шк","Блокнот тонкий:
1. Материал:
- материал обложки  красный вариант: обложка дизайнерская красная бумага близкая по цвету к пантону 2035С 260 – 300 гр. гр, черный: черная дизайнерская бумага 260-300 гр.- материал блока  КРЕМОВАЯ (ПУХЛАЯ) 70г
шитье ниткой по корешку: красные и черные нитки
2. Формат 130х210мм, шитье ниткой по корешку
3. Объем 52 полосы+4 полосы дизайнерская+обложка. Красочность обложки конгрев на обороте 25х25мм. Красочность блока  запечатка буквы А на 1 полосе
4. Тисненеи буквы А.
5. Деление на виды красные и черные
6. Упаковка в индивидуальный пакет с клеевым слоем и в гофрокороб, наклейка с шк",https://www.dropbox.com/scl/fo/fwh0e8fx7j27thgygba8j/AMaaWM72vSYjKFmpgAIN45s/_%D0%B2%D0%B7%D1%8F%D1%82%D1%8C%20%D1%81%20%D1%81%D0%BE%D0%B1%D0%BE%D0%B9/%D0%AD%D0%BA%D0%BE%D0%B1%D0%BB%D0%BE%D0%BA%D0%BD%D0%BE%D1%82?rlkey=9te7eim7nbebvqps32kwgw21m&subfolder_nav_tracking=1&dl=0, Дизайн: индивидуальное изготовление по ТЗ,16 482,"1,6","138,7",40-45,"2,0","176,2",30-35,8 200,7,17-19,
 ,Блокнот толстый,"Материал: Блокнот без печати в блоке, шкс, открытый корешок, обложки из красного картона v-образные, окрас корешка и обрезов
Материалы на блок кремовая пухлая 60 г/м2
Материалы на обложку красная дизайнерская бумага 270 г/м2
Переплёт шкс, открытый корешок
Размер: Формат (обрезной) 137х210, Объем  (кол-во полос) блок 128 полос + 2 обложки V-образные по 4 полосы
Упаковка: Поэкземлярная упаковка в идивдуальный пакетик с шк  и упаковка в пачки ","1.Блокнот без печати в блоке, шкс, открытый корешок, обложки из красного картона v-образные, окрас корешка и обрезов

2.Печать обложки 1+0 белила шелкография

3.Формат (обрезной) 137х210

4.Объем  (кол-во полос) блок 128 полос + 2 обложки V-образные по 4 полосы

5.Материалы на блок кремовая пухлая 60 г/м2

6.Материалы на обложку красная дизайнерская бумага 270 г/м2

7.Переплёт шкс, открытый корешок

8.Окрас торцов и корешка салатовый цвет 802с

9.Поэкземлярная упаковка в идивдуальный пакетик с шк  и упаковка в пачки ",https://www.dropbox.com/scl/fo/x12thim7c0bqwf5otiixt/AKZJwS98v16HKwCUbP9N3u8?rlkey=ab37ssni6wrpyxrkqjz9h1u7h&dl=0, Дизайн: индивидуальное изготовление по ТЗ,5 512,"4,0","349,5",40-45,"5,0","441,4",30-35,13 000,7,17-19,
 ,Пакет вод вино,"Материал: бумага матовая 250г
Размер: 120*400*120 мм
Упаковка: OPP пакет (в одном 50 шт)
Примечание от фабрики: ","Пакет под бутылку белый/красный:
1. материал: бумага мелованная матова, плотность  250 г/м2
2. размер: 120х400х120 мм
3. печать 1+1, плашка, укрепление дна - картон белый 300 г/м2 с печатью плашки 1+0, Пантон 2035, матовая ламинация 1+0, шнур х/б 8 мм с сердечником красный. Наклейка с шк на обратную часть пакета
",https://www.dropbox.com/scl/fo/uur6jt7ta1ee2hbcyz0ap/AEkbjxWnDujHRTWaXXbkZu4?rlkey=rergw563j6ueo09nybe277wue&dl=0," Дизайн: по макету, красный цвет в пантон, печать 1+1, красный шнурок (близко к пантону), наклейка с шк",8 569,"1,1","94,9",40-45,"1,4","121,6",30-35,11 000,5,15-17,
 ,Пакет малый,"Материал: бумага матовая 250г
Размер: 240*350*100 мм
Упаковка: OPP пакет (в одном 50 шт)
Примечание от фабрики: ","Пакет: Малый (красный/белый)
1. материал: бумага мелованная матовая, плотность  250 г/м2
2. размер: 240x350x100
3. печать 1+1, плашка, укрепление дна - картон белый 300 г/м2 с печатью плашки 1+0, Пантон 2035, матовая ламинация 1+0, шнур х/б 8 мм с сердечником красный
",https://www.dropbox.com/scl/fo/ql31zor9ksyxxh7ixsfgk/AE_PduOzVeZSf6nPpX0wYtw/Bag_red_240x350x100_mm?rlkey=xhck3flaku23hiet0ehfxa1hk&subfolder_nav_tracking=1&st=yt8d5qzj&dl=0," Дизайн: по макету, красный цвет в пантон, печать 1+1, красный шнурок (близко к пантону), наклейка с шк",18 996,"1,1","96,6",40-45,"1,4","123,3",30-35,11 000,5,15-17,
 ,Пакет средний,"Материал: бумага матовая 250г
Размер: 400*300*120 мм
Упаковка: OPP пакет (в одном 50 шт)
Примечание от фабрики: ","Пакет Средний (красный/ белый)
1. материал: бумага мелованная матовая, плотность  250 г/м2
2. размер: 400х300х120
3. печать 1+1, плашка, укрепление дна - картон белый 300 г/м2 с печатью плашки 1+0, Пантон 2035, матовая ламинация 1+0, шнур х/б 8 мм с сердечнико красный. Наклейка с шк на обратную часть пакета
",https://www.dropbox.com/scl/fo/ql31zor9ksyxxh7ixsfgk/AJKQK-cK0rKp7vFr2vc6B2Y/Bag_white_400%D1%85300%D1%85100_mm?rlkey=xhck3flaku23hiet0ehfxa1hk&subfolder_nav_tracking=1&st=8phmcvn2&dl=0," Дизайн: по макету, красный цвет в пантон, печать 1+1, красный шнурок (близко к пантону), наклейка с шк",16 510,"1,1","103,9",40-45,"1,4","131,9",30-35,11 000,5,15-17,
 ,Пакет большой,"Материал: бумага матовая 250г
Размер: 500*350*150 мм
Упаковка: OPP пакет (в одном 50 шт)
Примечание от фабрики: ","Пакет Большой (красный/белый)
1. материал: бумага мелованная матовая, плотность  250 г/м2
2. размер: 500х350х150
3. печать 1+1, плашка, укрепление дна - картон белый 300 г/м2 с печатью плашки 1+0, Пантон 2035, матовая ламинация 1+0, шнур х/б 8 мм с сердечнико красный. Наклейка с шк на обратную часть пакета
",https://www.dropbox.com/scl/fo/ql31zor9ksyxxh7ixsfgk/ADSwC60s075vuEDvsU93b2c?rlkey=217m76980i40147ioxhuleotu&st=6qf46qzv&dl=0," Дизайн: по макету, красный цвет в пантон, печать 1+1, красный шнурок (близко к пантону), наклейка с шк",11 928,"1,4","118,9",40-45,"1,6","144,2",30-35,11 000,5,15-17,
 ,Конверт,"Материал: бумага, плотность 120г
Размер: А6
Упаковка: OPP пакет с ШК
","Конверт под открытки:
1. материал: бумага кейколор чили (близкий аналог), плотность  120 г/м2
2. размер: А6
3. конгрев с 2-х сторон без печати, вырубка, склейка по 2-м сторонам скотч на клапан. Пакет с клеевым слоем
4. упаковка в индивидуальный пакетик с клеевым слоем, наклейка с шк на обратную часть пакета",https://www.dropbox.com/scl/fo/pb0thec707ve7d9q4s8cx/ANYZLjd6aC5LJiOtEKPwGSA?rlkey=i5cysi0qc0tv9bkmeqe40uofa&dl=0, Дизайн: конгрев с 2 сторон,4 886,"0,7","59,6",40-45,"0,8","70,1",30-35,20 000,10,20-22,
 ,Открытка,"Материал: бумага, 300г
Размер: А6 (в развороте А5)
Упаковка: OPP пакет с ШК
","Открытка:
1. материал: бумага кейколор чили(близкий аналог), плотность 300 г/м2 
2. А6 в сложенном виде, А 5 в развороте 
3. фальцовка / биговка 1 вид открытка, конгрев с 2-х сторон без печати
4. упаковка индивидуальный пакетик с клеевым слоем, наклейка с шк
",https://www.dropbox.com/scl/fo/nvyzhwzjrueq3cfpv5mex/AMsx48kHBppRPrsWrfp-24g?rlkey=6whmrogbta5cn2shu1zuc1jmj&dl=0, Дизайн: конгрев с 2 сторон,6 948,"0,7","57,7",45-50,"0,8","68,2",35-40,25 000,10,20-22,
Ссылка на пример ШК:,"Макет бирки - Google Документы

https://docs.google.com/document/d/1iZyMVSAlejqgj9m_gM_I8l2b2YtcwPdAbjdb1VydKG8/edit?tab=t.0 ",,,,,,,,,,,,,,,
