sheet_id,position,suffix,duplicate_count,total_size_mb,sizes_mb,same_size
1B7RF52Q8OLMbhD0b6qt5p7Y19cDVHYzZYQhHXk0mox0,Q19,2,2,0.98,0.49 | 0.49,ДА
1U_wPmeEjHmEi93CFRQhQWvjNxFfoY0bCmNIT-DURZUE,M15,2,2,0.98,0.49 | 0.49,ДА
1mq_G_airtllV3afDLClg7RN3di6VJKoJ4vIV7Qw9jpw,M4,6,2,0.98,0.49 | 0.49,ДА
1Kao5at5eKkDe4JVtrzmhhS81I3kXSAeNN_1rzm5jIZE,A5,,2,0.98,0.49 | 0.49,ДА
1OBaYpDSZDIMPuZODDslqj4BHajMiDv3P6c6nZkmtWdc,O13,,2,0.88,0.49 | 0.39,НЕТ
1FfQN0VpVu4gxUEW0W6ygHL9Bh9zeNXCXOiknIOzT24o,A7,,2,0.98,0.49 | 0.49,ДА
10qyaoFRyPlV-1TrvwCsTcTGAOUa2Y,A11,,2,0.82,0.49 | 0.33,НЕТ
1vr84ZWCYkGLjMvrgoMlxY-IQDakYDtaReFi6UqgHK-s,J13,,2,0.98,0.49 | 0.49,ДА
180_wVdpXy8O5Fm7KvviS5fctEdapJpEWCzbDGX3afbU,O18,,2,0.84,0.49 | 0.35,НЕТ
1Z0AKYxzzGYdW9f8RciJV7WTAIfv8zX2OzAd2r3I9Tak,I4,4,2,0.98,0.49 | 0.49,ДА
1a00_5e-0qTeit5Snqs6kDu3IOkqF_yNBJXMHBjTH3wM,N59,,2,0.88,0.49 | 0.39,НЕТ
1s3L_VAly3MIBorCii6iQkmKW4SrvIOFkC1jtN4lg7YI,A3,,2,0.98,0.49 | 0.49,ДА
1s3L_VAly3MIBorCii6iQkmKW4SrvIOFkC1jtN4lg7YI,A5,,2,0.98,0.49 | 0.49,ДА
1iagU63Q4DTlA2mMooWWEMYl9wY8RxD79sQi8edzMhYo,O6,,2,0.82,0.49 | 0.33,НЕТ
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M47,3,2,0.98,0.49 | 0.49,ДА
1TxCqeYhcH6lmTuOWODdVQwXU84jA_OFOXbVYERuV390,A5,,2,0.98,0.49 | 0.49,ДА
1mq_G_airtllV3afDLClg7RN3di6VJKoJ4vIV7Qw9jpw,A4,,2,0.98,0.49 | 0.49,ДА
11CdcMGGU58CF5bQbWCxQpwmxSALyhPLx2pZf3neD_dg,A9,,2,0.98,0.49 | 0.49,ДА
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M48,6,2,0.98,0.49 | 0.49,ДА
1AIfI9zcUAMFSeHq8PMBPmFLOX_9HwaVrx7mlA_VJKtI,J12,,2,0.98,0.49 | 0.49,ДА
1U0mraNEVKs2JKjS1ZiOPgU7J_ibfoJVLxVYc_q2dkXA,O38,,2,0.88,0.49 | 0.40,НЕТ
1IxhDpcvANJN1mSHf110QzyycMPd3O_WpKxp071MlFpQ,A6,,2,0.98,0.49 | 0.49,ДА
1dDvLbsNP8V9NpdtMwG,A4,,2,0.93,0.49 | 0.44,НЕТ
1dDvLbsNP8V9NpdtMwG,A6,,2,0.93,0.49 | 0.44,НЕТ
19m058px23h5za7FzXWl1dlkjWmeKyj-TMFeGg3gRDNc,J5,3,2,0.97,0.49 | 0.49,ДА
1qFaJHqXdQsjPyrp-s9RCGapWV-uodSPJr_7NhYNkxu4,O6,,2,0.66,0.49 | 0.18,НЕТ
1MKYA2VAET38ZDXjIgSI64UuyfdXFN_q0WYMr_9B1tu0,O8,,2,0.59,0.49 | 0.11,НЕТ
1snbSBsFxrFuUewWTpAI5my1oy9fSjavkRh4eB46IhtY,O5,,2,0.95,0.49 | 0.46,НЕТ
1FpMdZfTL41W3Yh57k5Ya13samLcByNvCNZUZqZUUCw8,A18,,2,0.97,0.49 | 0.49,ДА
1yGpCZ_dBQMutKhbv8XPzwjO7o1LyRjw3D0X1tTndlLY,L4,,2,0.97,0.49 | 0.49,ДА
146B1oQIE8SGcniLd06amgY8I1TpLZtOhNolhvpKrgMk,J3,3,2,0.97,0.49 | 0.49,ДА
1uGCNcHp3Men4lJBKAIIBQnYoS_ueHan41iRMss5tVvo,M9,4,2,0.97,0.49 | 0.49,ДА
1vB8TRqBbqr2gVSOp5dPsdJIhnok_L94AwrJoVdDdBAs,O4,,2,0.90,0.49 | 0.42,НЕТ
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M58,2,2,0.97,0.48 | 0.48,ДА
1lQujgYAUDQ1AbALfZOHXDRSIat2_hBl5zBtWvpKJ2hc,O14,,2,0.73,0.48 | 0.25,НЕТ
1D_CtRxML5DoESzbMiEha2utxB8N3nFKzKLdSaxA_wqQ,O4,,2,0.89,0.48 | 0.41,НЕТ
1gHxB2bsqdMuYTe-Y6JuZDg9dCfJd_Y8nbGv-p8_0AaQ,A17,,2,0.56,0.48 | 0.07,НЕТ
1gHxB2bsqdMuYTe-Y6JuZDg9dCfJd_Y8nbGv-p8_0AaQ,A19,,2,0.56,0.48 | 0.07,НЕТ
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R28,,2,0.97,0.48 | 0.48,ДА
18W_U4wSYDzRNrT7bPEou2FlcIruVAE4soZ5-x1mUg7s,B34,,2,0.97,0.48 | 0.48,ДА
1UP2H_6FqkIXMU8i1B_Hlhi3SzUQ13RFufz3smzzB4KY,A7,,2,0.97,0.48 | 0.48,ДА
1KH2kao-cvZehkbtT3-Ek9B4B8bcVun0cHFOIBNcd1jA,L4,3,2,0.97,0.48 | 0.48,ДА
1cmmh6ZZekj066WBv6jVeGINH7ZCFpJVcbRtQkIJrsVE,A6,,2,0.97,0.48 | 0.48,ДА
1WbpWTZGjWKajHBb850mEF-JLL2fKlanxtU4bwXUE8ow,M3,7,2,0.97,0.48 | 0.48,ДА
1EZYKFMOGIAbFpHNKwmVA8w5YYN0XBh-o-uG6-csrRd8,N33,,2,0.80,0.48 | 0.32,НЕТ
18dvOh_DN6fHhQrNViUXdaxyHOudX2UK29XMjdoJdzW0,A12,,2,0.69,0.48 | 0.21,НЕТ
1e7cP6L_gNcfQ--uJnM6qxexFj4e8CAXbFpkP8kj02Pw,O35,,2,0.77,0.48 | 0.29,НЕТ
1Z0AKYxzzGYdW9f8RciJV7WTAIfv8zX2OzAd2r3I9Tak,I4,,2,0.97,0.48 | 0.48,ДА
1GOmxQW3PKUcvx3M5Heclh9JKHcQ1i3ddEdMuVgwIdck,K49,,2,0.97,0.48 | 0.48,ДА
1ruSG8P8wKCbnAV-ns8PyUCjYZZYpu90PY7tOoXUCors,O5,,2,0.73,0.48 | 0.25,НЕТ
1GOmxQW3PKUcvx3M5Heclh9JKHcQ1i3ddEdMuVgwIdck,K46,2,2,0.96,0.48 | 0.48,ДА
1OWnZ7znJHszXAfwIGEyyzkFHcAxDiOwb1rlRlpHMzCM,N5,,2,0.73,0.48 | 0.25,НЕТ
1ieUtL2K39FeKiNi_Gp6juq017EirEimqSYdtKYWasCE,K4,,2,0.96,0.48 | 0.48,ДА
11vYE5MHib-1WUfcEI75Xndt8mCaJTYKGczL2lUwamGI,A7,,2,0.96,0.48 | 0.48,ДА
1gSvcpY_rf9rJembtVgniT0_sufvOO3VOibP_QbGnzCw,A3,,2,0.96,0.48 | 0.48,ДА
1gSvcpY_rf9rJembtVgniT0_sufvOO3VOibP_QbGnzCw,J3,2,2,0.96,0.48 | 0.48,ДА
1MEX4ivAqobjIfSqvxa2EqkRa4UcZcStpgp27_Xady0k,O5,,2,0.90,0.48 | 0.42,НЕТ
1LwaG5a2qGvkSLhj2YuhVb6B4CnfMbNFzjUCGIU7Fevk,A3,,2,0.96,0.48 | 0.48,ДА
18JJk0sQxgGovsAECr7HU3AVykaBZ0b07rjmq2vtCHFs,A3,,2,0.96,0.48 | 0.48,ДА
1_UGU9KRJGnc_gI_4pwlXXxEbxNKckupUqyic_YDGiPI,P4,,2,0.96,0.48 | 0.48,ДА
1mq_G_airtllV3afDLClg7RN3di6VJKoJ4vIV7Qw9jpw,M4,,2,0.96,0.48 | 0.48,ДА
1uGCNcHp3Men4lJBKAIIBQnYoS_ueHan41iRMss5tVvo,M7,3,2,0.96,0.48 | 0.48,ДА
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,A7,,2,0.96,0.48 | 0.48,ДА
1B6DjZqzX6H3ZYnqcNC41AYOCUTG0tU190rqeSk1yK24,P8,2,2,0.96,0.48 | 0.48,ДА
1l6B5ouvnu7vZpzjJ2JHX1ArcBXywcvhZW9atTI-pCqo,A3,,2,0.96,0.48 | 0.48,ДА
1lo0se8SovrmlEu4UIo0_dvNpBtjP4RtSmFX7mGdQ630,N6,,2,0.73,0.48 | 0.25,НЕТ
1Phm_gCqv0lrrIUJQY52ZoZC2zuXQncQYJxwjx7WPjNE,O6,,2,0.59,0.48 | 0.11,НЕТ
11CdcMGGU58CF5bQbWCxQpwmxSALyhPLx2pZf3neD_dg,A7,,2,0.96,0.48 | 0.48,ДА
1cF306U3Kwl_rBAyaBT05ccq3SkcoVgwvT7IiUgpWplQ,M8,,2,0.96,0.48 | 0.48,ДА
1mBb1xhROaIZrF11jdVIVhuYvBTsWX7CdkqFH89yCKE8,O5,,2,0.56,0.48 | 0.08,НЕТ
1pcVVHHJRkRlGpuf0KOaJd-YLxNyO_0U-vwjpifUh09Q,O4,,2,0.77,0.48 | 0.29,НЕТ
18W_U4wSYDzRNrT7bPEou2FlcIruVAE4soZ5-x1mUg7s,B40,,2,0.96,0.48 | 0.48,ДА
1CNUTfbEXUvLfAtMe988Cu_5hOrZzIytJm8PdKEVH9i8,O4,,2,0.51,0.48 | 0.03,НЕТ
1bSk068ztfuo3QCBCHxBrBTmGz95IFeL5fBxaXmQhFm4,I4,2,2,0.96,0.48 | 0.48,ДА
1mq_G_airtllV3afDLClg7RN3di6VJKoJ4vIV7Qw9jpw,M4,3,2,0.96,0.48 | 0.48,ДА
1WbpWTZGjWKajHBb850mEF-JLL2fKlanxtU4bwXUE8ow,M3,6,2,0.96,0.48 | 0.48,ДА
1aUOL4DPp5Z3wb9_XMuiTYl2uNC-6KlYGDZxx7CcU6Ic,N14,,2,0.92,0.48 | 0.44,НЕТ
1LAY1SShqVqpFlj1UB-l0CHwvR9NJHbiv1JDC-TPywS8,A3,,2,0.96,0.48 | 0.48,ДА
1LAY1SShqVqpFlj1UB-l0CHwvR9NJHbiv1JDC-TPywS8,A7,,2,0.96,0.48 | 0.48,ДА
1D3ud7-Q_P8ubeXp6uXV25kBfySqc1wonMI7XUipd0ls,O8,,2,0.93,0.48 | 0.45,НЕТ
1WGtrKk5gNN2FbmHl4yLsF2bK6S9k4jeJ9KyMCUmxMEY,O7,,2,0.71,0.48 | 0.23,НЕТ
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M61,,2,0.95,0.48 | 0.48,ДА
1lLdyyNRlpeGLtdKj7Qq0ZhvF-YwdIxJ9uG9FD2y-gvg,M12,,2,0.93,0.48 | 0.45,НЕТ
1k-NHymI2ysYmfk0sfYZDI315zFUPcedTP0-jFWMSKXU,A3,,2,0.95,0.48 | 0.48,ДА
1HZAKIVEj679eZTatqssPyMTBJi243qog4XWbV9BfUw4,M4,4,2,0.95,0.48 | 0.48,ДА
1G8cJamBrfoCg-u-LLnNzLYTK49F23IRMU4dzA8O909g,P3,,2,0.95,0.48 | 0.48,ДА
1TxCqeYhcH6lmTuOWODdVQwXU84jA_OFOXbVYERuV390,A18,,2,0.95,0.48 | 0.48,ДА
1TxCqeYhcH6lmTuOWODdVQwXU84jA_OFOXbVYERuV390,A4,,2,0.95,0.48 | 0.48,ДА
1pxGU-c5QI76hGh1AxHyddlx17ez8b_sbrbYr79l5k5c,J4,,2,0.95,0.48 | 0.48,ДА
1kbTKi5o_feRRPmI57NNuSwquMV-dOlDWAV-88QRZsDI,A4,,2,0.95,0.48 | 0.48,ДА
1DF1JtBJiqRrhE63F-8yTseXX2H9e9u3L9yFblfAHUs8,J3,3,2,0.95,0.48 | 0.48,ДА
1B7RF52Q8OLMbhD0b6qt5p7Y19cDVHYzZYQhHXk0mox0,Q19,,2,0.95,0.48 | 0.48,ДА
1BsWQ-d2ASE7cUYu92ByUHEYO7pvz9UVrhg8hsEJrK8c,O4,,2,0.60,0.48 | 0.12,НЕТ
1GdyXPviQoSotWV7kqbfqn0TmrLqS0WxiJZU5J1QfjWo,J19,,2,0.95,0.48 | 0.48,ДА
1kaY-RSGxAgdY0iQjSDqyv6BiPwQRtlMVXgxu0ODrtFM,M7,,2,0.95,0.47 | 0.47,ДА
1ESg4mxcRxvxYtx02EfniQLi,R34,,2,0.83,0.47 | 0.36,НЕТ
12tu-z8_6nCnSZevcDdsxJLLZpRg6-TkrPAKzuTaYwAk,N9,,2,0.80,0.47 | 0.33,НЕТ
14jwOUvC4rGRwpoa5SsUiG4D53HetunciYznFa6Czwxg,O4,,2,0.78,0.47 | 0.30,НЕТ
146B1oQIE8SGcniLd06amgY8I1TpLZtOhNolhvpKrgMk,J3,2,2,0.95,0.47 | 0.47,ДА
19m058px23h5za7FzXWl1dlkjWmeKyj-TMFeGg3gRDNc,J4,,2,0.95,0.47 | 0.47,ДА
1UVaq-A_EItfhx8Dora90iDVdbD0LCcK2Sly97RWrzNo,M4,2,2,0.95,0.47 | 0.47,ДА
1yQ8qKKZoq5HvgpwVZPtZxbv_G5-EMw54uPk3HLN6iRI,M7,,2,0.95,0.47 | 0.47,ДА
1yrJXojLSlOGAzFpawwLg34gB80xQZlcAU0mW8m6h8AE,M8,,2,0.95,0.47 | 0.47,ДА
183Bpt5sDqOiFFkCQ-rvM4eD7a_3vIrXHlez56Ri9KCQ,Q4,2,2,0.95,0.47 | 0.47,ДА
1YeGQXCV2fmGt9lcYuBzVF-n_k33nbPhRKYAW6p1iTU4,A4,,2,0.95,0.47 | 0.47,ДА
1QrJiLJDJOa3nhx53wf5x0MzRUqXbIJ5tN8KbVLbv6oI,A49,,2,0.95,0.47 | 0.47,ДА
1p90qR4lbsQHFOjB2EkNExFCkvQ_TUF-egAAiPfHd7nE,J3,2,2,0.95,0.47 | 0.47,ДА
19869LHpPlB5ZtCdnRZoCOSoN03ZZwVkg4eIh4ZDdkGE,N92,,2,0.68,0.47 | 0.21,НЕТ
1l6B5ouvnu7vZpzjJ2JHX1ArcBXywcvhZW9atTI-pCqo,A4,,2,0.94,0.47 | 0.47,ДА
1NFQWp8HzDVC7YPbva2GeNVfBq3xRtEbWJUg,U14,,2,0.86,0.47 | 0.39,НЕТ
1HmGmG3it0cbj4A-_cW8G2Z36QYmDgwgdTck46CY44yQ,O5,,2,0.57,0.47 | 0.10,НЕТ
1Stao2vvS4zt4yt1HexqvqA8VybatwiH33eDjHxGwQUM,N4,,2,0.90,0.47 | 0.43,НЕТ
1lgEFDktIoxCcSQ-VYIKGy3Fccv9O4SxiXqvmNvOyZoI,O6,,2,0.66,0.47 | 0.19,НЕТ
1tfwGYtTOH4IJzNfcbKvXDR2SU-79JrQtsWqo_PfGz5I,A13,,2,0.63,0.47 | 0.16,НЕТ
1doatW5fS3U443I-equlxsEQvbHaqLvVS2Sq5hCnAhYs,A13,,2,0.94,0.47 | 0.47,ДА
1JzTuZxTrht9WFlRDU4nIz09hSYOxv2yQjnbQnl6Em9s,A10,,2,0.69,0.47 | 0.22,НЕТ
1rMQhfqUXg4CUxmDMCwLuoHJncVLdtJvSaWKJrWU9d3U,P24,2,2,0.94,0.47 | 0.47,ДА
1rMQhfqUXg4CUxmDMCwLuoHJncVLdtJvSaWKJrWU9d3U,P14,3,2,0.94,0.47 | 0.47,ДА
1_gxRXBdbBXodRPeyg0TDURKW2ZibupO9Z1sUDK-JKq0,O4,,2,0.91,0.47 | 0.44,НЕТ
1UFXw178xDd9nb7TOKt905aOEMKh6yPj7FFUh69ujWuc,J59,,2,0.94,0.47 | 0.47,ДА
1dL3ME9s0BLCay-w5F_hPfwpqbtexnA9UP7kj_mr60rA,A6,,2,0.94,0.47 | 0.47,ДА
1ZD9l4PgOIX0tcKt7-Ox8FPNZWMpbHJ1qVXwSngFVju8,L4,2,2,0.94,0.47 | 0.47,ДА
13viDF31tn3-PWQcTlr9,K4,,2,0.64,0.47 | 0.17,НЕТ
1a00_5e-0qTeit5Snqs6kDu3IOkqF_yNBJXMHBjTH3wM,N44,,2,0.79,0.47 | 0.33,НЕТ
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,A97,,2,0.94,0.47 | 0.47,ДА
1DKXgsrvjUCe4exgGS04UN5Ur9Dzi1g1Mc6El4p8_gjI,A4,2,2,0.94,0.47 | 0.47,ДА
1clM9M6xGcihe_RviEOoMPf0unPO7GQGgxc_l132EosE,M4,,2,0.94,0.47 | 0.47,ДА
1ZGDlzQ2fZGPrghh-jCg7chuo5LWPH4n-2Z2zzQac8-Y,I4,5,2,0.94,0.47 | 0.47,ДА
1F_mAZfQ-B953a_XZDWmpTL4ZRxQYrE8kOQN1poheG-w,T114,3,2,0.94,0.47 | 0.47,ДА
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M19,3,2,0.94,0.47 | 0.47,ДА
1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,S4,2,2,0.94,0.47 | 0.47,ДА
1MN9EMHR3FM8MwRo89jENYnp-EATLiVrLy7otz5S0Nrw,Q8,,2,0.94,0.47 | 0.47,ДА
1E5SYChhcRYMxXSSWabd_6eUTGfmrv0eHxT-uQF3tn08,J5,2,2,0.94,0.47 | 0.47,ДА
1pOP2VVHB3Mb6ui89xbblfOdSNQt8LKaGolM4NBzGmus,O7,,2,0.80,0.47 | 0.33,НЕТ
1dgvDdzCNndtdYF-s2IF99OmVHQfe5odMFXh9DgIVBQs,O4,,2,0.84,0.47 | 0.37,НЕТ
1pOra5mRfSHsMAlrBIFxFiRUyx0myOlbYASs_B-5Cr80,J5,,2,0.93,0.47 | 0.47,ДА
1RI5BF5gw6hyjdxK3zFAA6w8DfStyhK3gb1YnvF7C3yE,O27,,2,0.56,0.47 | 0.10,НЕТ
1E5SYChhcRYMxXSSWabd_6eUTGfmrv0eHxT-uQF3tn08,J7,,2,0.93,0.47 | 0.47,ДА
1VIZC_v8ozsafFDAWBfSjiZwAzDvg0K5f1_EUBpW50og,P12,,2,0.93,0.47 | 0.47,ДА
1TS0Aljwa1KhTnWnnJKc8FujLm4PKO9KiGr4GnGact2M,J3,3,2,0.93,0.47 | 0.47,ДА
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M63,,2,0.93,0.47 | 0.47,ДА
1E5SYChhcRYMxXSSWabd_6eUTGfmrv0eHxT-uQF3tn08,J7,3,2,0.93,0.47 | 0.47,ДА
1bTcdy9oqhjy2chZDtCNJsh7thYkuyJ4Q6dCeupc2nj0,N49,,2,0.77,0.47 | 0.30,НЕТ
1mXGp7Rf9hsp2FiyYXbRR5vnreepV4AJo5a9kYIyEONw,O4,,2,0.90,0.47 | 0.43,НЕТ
1daBmg6LopNg2q2y24SdqEyDiUhi6LQYU9ebBs_NuE6w,J15,,2,0.93,0.47 | 0.47,ДА
1mz-Mf903ScyzK73kovNQRl23uJnH5mDFuatW5NYTytk,A11,,2,0.93,0.47 | 0.47,ДА
1G81eX5qMozl7gZ6loUYqtUYJjFSwLKEWs1fPJB2aq50,M15,2,2,0.93,0.47 | 0.47,ДА
1DQBNpmCNfhkQbdpBWM_NFyGzAoZT-xfiES9OZNhyWFI,O70,2,2,0.93,0.47 | 0.47,ДА
1mYwzCRG9SBRi2aey3zTAFX9TBKpNe6ElEjio-VNeE0c,A28,,2,0.93,0.47 | 0.47,ДА
1s_HZHAs78VmnFV0DETltARJgI8t06QuMjGMMUVpFsRA,O52,,2,0.80,0.47 | 0.34,НЕТ
1qgJ9pfulQIZuej7CO1Gq1r_XtQqSw0kdrMNiSq-FvfE,I10,,2,0.93,0.47 | 0.47,ДА
1uGCNcHp3Men4lJBKAIIBQnYoS_ueHan41iRMss5tVvo,M7,,2,0.93,0.47 | 0.47,ДА
1WavNqOyZe0rTscc6tXiFQUgon5ZBXW-JPmdjoUo43VQ,A10,,2,0.84,0.47 | 0.38,НЕТ
1gJhsvveZQhBQjjF3bufrJs2ddFiS0SdIt-7yoE2FW8M,O22,,2,0.93,0.47 | 0.46,ДА
1PNRF9nTGusUL4Zm2Htok4r0k4jRPzjaARc6O92cWRys,P19,11,2,0.93,0.47 | 0.47,ДА
1TRNHlQ21DBJ0hMCE6mpQKwNzEQgid2fHZb2x1pSIpBs,J5,5,2,0.93,0.47 | 0.47,ДА
1Z0AKYxzzGYdW9f8RciJV7WTAIfv8zX2OzAd2r3I9Tak,I4,3,2,0.93,0.47 | 0.47,ДА
1gHxB2bsqdMuYTe-Y6JuZDg9dCfJd_Y8nbGv-p8_0AaQ,O22,,2,0.90,0.46 | 0.44,НЕТ
1Sgigat-EM8KYaL4X0fjLHWhZdjvMMfSoSkDLiTmWd2U,A3,,2,0.93,0.46 | 0.46,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R112,4,2,0.93,0.46 | 0.46,ДА
1,A5,,2,0.77,0.46 | 0.31,НЕТ
1nFrsG0ng1Jb2VU1rVuOtxyMSkeLlKCiPv4PSKrne8Gg,O18,,2,0.90,0.46 | 0.43,НЕТ
1dL3ME9s0BLCay-w5F_hPfwpqbtexnA9UP7kj_mr60rA,A14,,2,0.93,0.46 | 0.46,ДА
1E5SYChhcRYMxXSSWabd_6eUTGfmrv0eHxT-uQF3tn08,J7,2,2,0.93,0.46 | 0.46,ДА
1B7RF52Q8OLMbhD0b6qt5p7Y19cDVHYzZYQhHXk0mox0,Q14,,2,0.93,0.46 | 0.46,ДА
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R31,4,2,0.93,0.46 | 0.46,ДА
1dcYxy9Ru6aW7EBUJNizh2oGJ-fH1p6mKLP-FHtuTjUk,O7,,2,0.78,0.46 | 0.32,НЕТ
1-YnrB9tmF-C3xMLbOhy0nG9rzaofM0CqgYmwjhBT1Wo,O6,,2,0.55,0.46 | 0.09,НЕТ
1CGILnqdzp_FxvRwxpNhH7ruRkxXOozLkvV44kFOa5iE,N5,,2,0.74,0.46 | 0.28,НЕТ
1cF306U3Kwl_rBAyaBT05ccq3SkcoVgwvT7IiUgpWplQ,A8,,2,0.92,0.46 | 0.46,ДА
1hNtnAT1OKViKp3AgHmbZ9KB0KSQiYf8YoVMNgSnvVCk,M4,,2,0.92,0.46 | 0.46,ДА
19Rk_e11HpoMVot2QyNvw9q5TH2faP_VJWlg88pl7iXQ,M4,,2,0.92,0.46 | 0.46,ДА
19Rk_e11HpoMVot2QyNvw9q5TH2faP_VJWlg88pl7iXQ,M7,,2,0.92,0.46 | 0.46,ДА
1DF1JtBJiqRrhE63F-8yTseXX2H9e9u3L9yFblfAHUs8,J3,2,2,0.92,0.46 | 0.46,ДА
1cF306U3Kwl_rBAyaBT05ccq3SkcoVgwvT7IiUgpWplQ,M5,,2,0.92,0.46 | 0.46,ДА
1TxCqeYhcH6lmTuOWODdVQwXU84jA_OFOXbVYERuV390,A3,,2,0.92,0.46 | 0.46,ДА
1icOm2xDCLlD9KGDkAUTdFUP74UKSEhBDLm8LjkTmdfQ,M4,,2,0.92,0.46 | 0.46,ДА
1a4hwVRinB3smeFu6PE9OUGO6rgPJReghn4cjLM0374M,O19,,2,0.63,0.46 | 0.17,НЕТ
1o3PcfsTWcHAxS9K9U7js4L4bdTZwYKLiqnqYQ4wuVwA,K3,2,2,0.92,0.46 | 0.46,ДА
12Rc0yfbOhN--BUM5p-UV_puzdzDEKQ6o7ifKpvVbuuo,A3,,2,0.92,0.46 | 0.46,ДА
1ieUtL2K39FeKiNi_Gp6juq017EirEimqSYdtKYWasCE,K7,,2,0.92,0.46 | 0.46,ДА
10saY1-_x2vUTZq24QcSTxprZ-ZCkNS8stlHjqAa3B4Y,P40,,2,0.53,0.46 | 0.07,НЕТ
105YTx_Y5NcIA9e-WTgPtN685BOU7i7BoJoNwjI3fHr4,A3,,2,0.92,0.46 | 0.46,ДА
1JxqL50DSqrK-qgRwe_3X8NRtqIz1pZ1DqehonU1FzqM,H6,3,2,0.92,0.46 | 0.46,ДА
1rBkFNKJzfNgjQScKwp5CWazdvIZfKX1Ww8_75QNM-MU,O29,,2,0.88,0.46 | 0.42,НЕТ
1ieUtL2K39FeKiNi_Gp6juq017EirEimqSYdtKYWasCE,K9,,2,0.92,0.46 | 0.46,ДА
1lQujgYAUDQ1AbALfZOHXDRSIat2_hBl5zBtWvpKJ2hc,O13,,2,0.82,0.46 | 0.36,НЕТ
1QA2X1mH9WSr6H6MO4ssl3TlHKl3msO8YI8d7jiR85JQ,O4,,2,0.51,0.46 | 0.05,НЕТ
1QVpyDAge7bjLquIz16SoS7L_spH_7eGP_7g6F_hQ4z0,O4,,2,0.89,0.46 | 0.43,НЕТ
14O8jnhADDZpZwA2UTGqpvDzXrKo6WTqpzYjo2ToBl6g,R31,6,2,0.92,0.46 | 0.46,ДА
1n8KSjNK0rLZcfEt7mhZasR0u5FMFj_V9gI6POVGq7I4,M53,2,2,0.92,0.46 | 0.46,ДА
1DKXgsrvjUCe4exgGS04UN5Ur9Dzi1g1Mc6El4p8_gjI,A5,,2,0.92,0.46 | 0.46,ДА
1FfQN0VpVu4gxUEW0W6ygHL9Bh9zeNXCXOiknIOzT24o,M7,,2,0.92,0.46 | 0.46,ДА
13JA7eDIiaAiQ6oK3pkYUY1akbJd5qucctgWIR-RQUxI,N6,2,2,0.92,0.46 | 0.46,ДА
1PYz2_V_-urm7_r82yqSG9W9q2y7cfsbKcn5y1lJA07k,A17,,2,0.92,0.46 | 0.46,ДА
10FtgxsuU3iaUg7wRUuAgy5yPm-Y-tSQL1huCfuL42Ow,O28,,2,0.65,0.46 | 0.19,НЕТ
1E5SYChhcRYMxXSSWabd_6eUTGfmrv0eHxT-uQF3tn08,J5,3,2,0.92,0.46 | 0.46,ДА
1LJ-zpRZrSAUpcRrIqYukz85ueiBn5o,N8,,2,0.75,0.46 | 0.29,НЕТ
1wyQ9nKWOa-yZLw_M8p5qP2EhX0lhK3MRtAp7RLfTM9w,N8,,2,0.75,0.46 | 0.29,НЕТ
1dL3ME9s0BLCay-w5F_hPfwpqbtexnA9UP7kj_mr60rA,J14,2,2,0.91,0.46 | 0.46,ДА
1-UG3b5N6-XS8tL3HVtOmQjAuiT_BHHqXQ4ElIlGPh9A,M4,2,2,0.91,0.46 | 0.46,ДА
1ycrA1M3M3t14rhk7gM5u7pBEMqC5BQyha2J6872-RnY,O28,,2,0.82,0.46 | 0.36,НЕТ
1ycrA1M3M3t14rhk7gM5u7pBEMqC5BQyha2J6872-RnY,O31,,2,0.82,0.46 | 0.36,НЕТ
1qmK1w9Y7sfU_1NE8sg1ERebv2O-KkcWZBeCfacSVr-o,A17,,2,0.70,0.46 | 0.25,НЕТ
1htVMXR59R1yPSgo2EGbd_pKjCOq0u7ZhxToYy9uHMcg,A6,,2,0.91,0.46 | 0.46,ДА
18fwjlw_EpR5cjZp6jRb3PtKngCp3EbNrTDcucKsAPjA,N4,,2,0.50,0.46 | 0.04,НЕТ
1y0QadzjmS5QSgy6yn1_devQxfGJXTc8mPMNS1qAt6t0,A24,,2,0.91,0.46 | 0.46,ДА
1yRfuM0WbVpki5jP5xCkCdYzkbQgMsKVA_kECxGSz1cc,Y13,5,2,0.91,0.46 | 0.46,ДА
