ID Проекта,Название проекта,ID Товара,Название товара,Строка в Excel,Тираж в БД,Маршрут,Ссылка на Google Sheets,Проверено,Реальный тираж из Excel,Нужно ÷10
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21198,Футболка в опп пакете в коробке,12,15000,Авиа,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21198,Футболка в опп пакете в коробке,12,25000,Авиа,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21198,Футболка в опп пакете в коробке,12,25000,ЖД,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21199,Футболка в зип пакете в коробке,16,4000,ЖД,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21199,Футболка в зип пакете в коробке,16,4000,Авиа,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21199,Футболка в зип пакете в коробке,16,6000,ЖД,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21199,Футболка в зип пакете в коробке,16,6000,Авиа,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21199,Футболка в зип пакете в коробке,16,15000,Авиа,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21199,Футболка в зип пакете в коробке,16,15000,ЖД,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21199,Футболка в зип пакете в коробке,16,25000,ЖД,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
519,[Просчет-РФ] Ольга Гуляева Иллан/ футболки тираж от 4000 до 25 000шт_Самокат,21199,Футболка в зип пакете в коробке,16,25000,Авиа,https://docs.google.com/spreadsheets/d/1YVnHrA_LJ2pKSo_eQeuqdWop_9jxL5IME4sF2HPqjPg,,,
521,"[Просчет-РФ] Органайзеры для документов, бейджи_2200/2500шт_Авиакомпания Сибирь_КГИ",781,"Органайзер для документов

Фабрика 1",4,22000,Доставка ЖД,https://docs.google.com/spreadsheets/d/16qF68CAvSw47PUtx5RZfJt07RprxEWcACTrnA49yoaA,,,
521,"[Просчет-РФ] Органайзеры для документов, бейджи_2200/2500шт_Авиакомпания Сибирь_КГИ",781,"Органайзер для документов

Фабрика 1",4,25000,Доставка ЖД,https://docs.google.com/spreadsheets/d/16qF68CAvSw47PUtx5RZfJt07RprxEWcACTrnA49yoaA,,,
521,"[Просчет-РФ] Органайзеры для документов, бейджи_2200/2500шт_Авиакомпания Сибирь_КГИ",782,"Карман для бейджа

Фабрика 1",6,22000,Доставка ЖД,https://docs.google.com/spreadsheets/d/16qF68CAvSw47PUtx5RZfJt07RprxEWcACTrnA49yoaA,,,
521,"[Просчет-РФ] Органайзеры для документов, бейджи_2200/2500шт_Авиакомпания Сибирь_КГИ",782,"Карман для бейджа

Фабрика 1",6,25000,Доставка ЖД,https://docs.google.com/spreadsheets/d/16qF68CAvSw47PUtx5RZfJt07RprxEWcACTrnA49yoaA,,,
521,"[Просчет-РФ] Органайзеры для документов, бейджи_2200/2500шт_Авиакомпания Сибирь_КГИ",783,"Органайзер для документов

Фабрика 2",8,22000,Доставка ЖД,https://docs.google.com/spreadsheets/d/16qF68CAvSw47PUtx5RZfJt07RprxEWcACTrnA49yoaA,,,
521,"[Просчет-РФ] Органайзеры для документов, бейджи_2200/2500шт_Авиакомпания Сибирь_КГИ",783,"Органайзер для документов

Фабрика 2",8,25000,Доставка ЖД,https://docs.google.com/spreadsheets/d/16qF68CAvSw47PUtx5RZfJt07RprxEWcACTrnA49yoaA,,,
521,"[Просчет-РФ] Органайзеры для документов, бейджи_2200/2500шт_Авиакомпания Сибирь_КГИ",784,"Карман для бейджа

Фабрика 2",10,22000,Доставка ЖД,https://docs.google.com/spreadsheets/d/16qF68CAvSw47PUtx5RZfJt07RprxEWcACTrnA49yoaA,,,
521,"[Просчет-РФ] Органайзеры для документов, бейджи_2200/2500шт_Авиакомпания Сибирь_КГИ",784,"Карман для бейджа

Фабрика 2",10,25000,Доставка ЖД,https://docs.google.com/spreadsheets/d/16qF68CAvSw47PUtx5RZfJt07RprxEWcACTrnA49yoaA,,,
523,[Просчет-РФ] Песочные часы,786,Песочные часы,4,5000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1bcBjFuvL_aeysf1ER176RCZ7Ib_g4esOJ-1ciMoIWk8,,,
523,[Просчет-РФ] Песочные часы,786,Песочные часы,4,10000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1bcBjFuvL_aeysf1ER176RCZ7Ib_g4esOJ-1ciMoIWk8,,,
524,[Просчет-РФ] Пластиковые бокалы Hoppers Gin - 10 000,787,Стакан,4,10000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1EdR8BJVqutcG_cgdy6qK37E7UR2GKR5qbvxtf2CVdxo,,,
524,[Просчет-РФ] Пластиковые бокалы Hoppers Gin - 10 000,787,Стакан,4,10000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1EdR8BJVqutcG_cgdy6qK37E7UR2GKR5qbvxtf2CVdxo,,,
534,[Просчет-РФ] полотенца 700 шт,836,Полотенце,4,3500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1yDZncBwTjk0c1C12AxZL0Gzo_XpTF7kejy3TkpEJGjo,,,
534,[Просчет-РФ] полотенца 700 шт,837,Полотенце,6,3500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1yDZncBwTjk0c1C12AxZL0Gzo_XpTF7kejy3TkpEJGjo,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,838,Портплед,4,10000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,838,Портплед,4,10000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,838,Портплед,4,15000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,838,Портплед,4,15000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,839,Портплед,6,10000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,839,Портплед,6,10000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,839,Портплед,6,15000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,839,Портплед,6,15000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,840,Портплед,8,15000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,840,Портплед,8,15000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,840,Портплед,8,30000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,840,Портплед,8,30000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,840,Портплед,8,40000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,840,Портплед,8,40000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,840,Портплед,8,50000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,840,Портплед,8,50000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,841,Портплед,12,15000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,841,Портплед,12,15000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,841,Портплед,12,30000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,841,Портплед,12,30000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,841,Портплед,12,40000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,841,Портплед,12,40000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,841,Портплед,12,50000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,841,Портплед,12,50000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,842,Портплед,16,15000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,842,Портплед,16,15000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,842,Портплед,16,30000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,842,Портплед,16,30000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,842,Портплед,16,40000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,842,Портплед,16,40000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,842,Портплед,16,50000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
535,[Просчет-РФ] Портпледы_1000/1500шт_Авиакомпания Сибирь_КГИ,842,Портплед,16,50000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1n_Q62iU9vXGrs_ZiNrlBLjDTUn4bH88zW48uUJGii9c,,,
537,[Просчет-РФ] поставка из Китая капучинатор,884,Капучинатор 3в1,4,14000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1v2Jd_qoYgFrkZVQg8fUM9_xLfihidUL7W4269VutuiE,,,
537,[Просчет-РФ] поставка из Китая капучинатор,884,Капучинатор 3в1,4,14000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1v2Jd_qoYgFrkZVQg8fUM9_xLfihidUL7W4269VutuiE,,,
544,[Просчет-РФ] Ручка шаировая с логотипом 200 000 шт.,898,Ручка,4,2000000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1EAX-4rutmkSva8ixQ2d11b06EXqT5krhH_9-0AFje14,,,
544,[Просчет-РФ] Ручка шаировая с логотипом 200 000 шт.,898,Ручка,4,2000000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1EAX-4rutmkSva8ixQ2d11b06EXqT5krhH_9-0AFje14,,,
544,[Просчет-РФ] Ручка шаировая с логотипом 200 000 шт.,899,Ручка,6,2000000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1EAX-4rutmkSva8ixQ2d11b06EXqT5krhH_9-0AFje14,,,
544,[Просчет-РФ] Ручка шаировая с логотипом 200 000 шт.,899,Ручка,6,2000000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1EAX-4rutmkSva8ixQ2d11b06EXqT5krhH_9-0AFje14,,,
544,[Просчет-РФ] Ручка шаировая с логотипом 200 000 шт.,900,Ручка,8,2000000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1EAX-4rutmkSva8ixQ2d11b06EXqT5krhH_9-0AFje14,,,
544,[Просчет-РФ] Ручка шаировая с логотипом 200 000 шт.,900,Ручка,8,2000000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1EAX-4rutmkSva8ixQ2d11b06EXqT5krhH_9-0AFje14,,,
551,[Просчет-РФ] рюкзаки на пошив,933,рюкзак,4,150000,Доставка АВИА,https://docs.google.com/spreadsheets/d/1hlKofYmEFu9wkehNAcalxs56vWIQdeIpmQjenk1_fv4,,,
551,[Просчет-РФ] рюкзаки на пошив,933,рюкзак,4,150000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1hlKofYmEFu9wkehNAcalxs56vWIQdeIpmQjenk1_fv4,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,937,Дизайн: односторонняя печать по макету клиента,4,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,937,Дизайн: односторонняя печать по макету клиента,4,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,939,Дизайн: односторонняя печать по макету клиента,6,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,939,Дизайн: односторонняя печать по макету клиента,6,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,941,Дизайн: односторонняя печать по макету клиента,8,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,941,Дизайн: односторонняя печать по макету клиента,8,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,943,Дизайн: односторонняя печать по макету клиента,10,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,943,Дизайн: односторонняя печать по макету клиента,10,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,945,Дизайн: по макету клиента,12,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,945,Дизайн: по макету клиента,12,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,946,Дизайн: по макету клиента,14,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,946,Дизайн: по макету клиента,14,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,947,Дизайн: односторонняя печать по макету клиента,18,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,947,Дизайн: односторонняя печать по макету клиента,18,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,949,Дизайн: односторонняя печать по макету клиента,20,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,949,Дизайн: односторонняя печать по макету клиента,20,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,951,Дизайн: односторонняя печать по макету клиента,23,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
553,[Просчет-РФ] Сабина Яндекс / Плед,953,Дизайн: односторонняя печать по макету клиента,25,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/170s3HvASqv8tioKsyvJL4tiwe_VkI8MTrhs1BmvRMXI,,,
555,[Просчет-РФ] Светлана Zeytz / Жестяные тары + кости 24-06-2025,957,Жестяная коробка,4,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/15dXYD7q7w7ExetrvJC6yXS-gDUPidI7N76SShZHy0uI,,,
555,[Просчет-РФ] Светлана Zeytz / Жестяные тары + кости 24-06-2025,957,Жестяная коробка,4,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/15dXYD7q7w7ExetrvJC6yXS-gDUPidI7N76SShZHy0uI,,,
555,[Просчет-РФ] Светлана Zeytz / Жестяные тары + кости 24-06-2025,957,Жестяная коробка,4,12000,Доставка ЖД,https://docs.google.com/spreadsheets/d/15dXYD7q7w7ExetrvJC6yXS-gDUPidI7N76SShZHy0uI,,,
555,[Просчет-РФ] Светлана Zeytz / Жестяные тары + кости 24-06-2025,957,Жестяная коробка,4,12000,Доставка АВИА,https://docs.google.com/spreadsheets/d/15dXYD7q7w7ExetrvJC6yXS-gDUPidI7N76SShZHy0uI,,,
555,[Просчет-РФ] Светлана Zeytz / Жестяные тары + кости 24-06-2025,958,Игральный кубик,6,2000,Доставка АВИА,https://docs.google.com/spreadsheets/d/15dXYD7q7w7ExetrvJC6yXS-gDUPidI7N76SShZHy0uI,,,
555,[Просчет-РФ] Светлана Zeytz / Жестяные тары + кости 24-06-2025,958,Игральный кубик,6,2000,Доставка ЖД,https://docs.google.com/spreadsheets/d/15dXYD7q7w7ExetrvJC6yXS-gDUPidI7N76SShZHy0uI,,,
555,[Просчет-РФ] Светлана Zeytz / Жестяные тары + кости 24-06-2025,959,"Камень-метеорит
Набор 5 шт",7,3000,Доставка АВИА,https://docs.google.com/spreadsheets/d/15dXYD7q7w7ExetrvJC6yXS-gDUPidI7N76SShZHy0uI,,,
555,[Просчет-РФ] Светлана Zeytz / Жестяные тары + кости 24-06-2025,959,"Камень-метеорит
Набор 5 шт",7,3000,Доставка ЖД,https://docs.google.com/spreadsheets/d/15dXYD7q7w7ExetrvJC6yXS-gDUPidI7N76SShZHy0uI,,,
556,[Просчет-РФ] Светлана Zeytz / Зонты - 100 - 150 шт 13-05-2025,960,Зонт,4,100150,Доставка ЖД,https://docs.google.com/spreadsheets/d/1Gfmim23S6i3ONqmjue96KN5_LLI8JWGecbwxYSEJv6E,,,
556,[Просчет-РФ] Светлана Zeytz / Зонты - 100 - 150 шт 13-05-2025,960,Зонт,4,100150,Доставка АВИА,https://docs.google.com/spreadsheets/d/1Gfmim23S6i3ONqmjue96KN5_LLI8JWGecbwxYSEJv6E,,,
559,[Просчет-РФ] Светлана Zeytz / Салфетки фетр с вышивкой - 50/100 шт 02-06-2025,963,Салфетка,4,500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1s_ORV_DAgzR_hRoum7uNqc2blD3ze-GPMeFBW1P4oZY,,,
559,[Просчет-РФ] Светлана Zeytz / Салфетки фетр с вышивкой - 50/100 шт 02-06-2025,963,Салфетка,4,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1s_ORV_DAgzR_hRoum7uNqc2blD3ze-GPMeFBW1P4oZY,,,
559,[Просчет-РФ] Светлана Zeytz / Салфетки фетр с вышивкой - 50/100 шт 02-06-2025,964,Салфетка,6,500,Доставка ЖД,https://docs.google.com/spreadsheets/d/1s_ORV_DAgzR_hRoum7uNqc2blD3ze-GPMeFBW1P4oZY,,,
559,[Просчет-РФ] Светлана Zeytz / Салфетки фетр с вышивкой - 50/100 шт 02-06-2025,964,Салфетка,6,1000,Доставка ЖД,https://docs.google.com/spreadsheets/d/1s_ORV_DAgzR_hRoum7uNqc2blD3ze-GPMeFBW1P4oZY,,,
561,[Просчет-РФ] Светлана Фролова / Проработка новой позиции в коллекцию Тедди 29-05-2025,968,Рюкзак,4,3000,Доставка ЖД,https://docs.google.com/spreadsheets/d/12Gy84ubdGBiar4jY5Wz7pwMLi8cpRMyoUhuibLwK_lo,,,
561,[Просчет-РФ] Светлана Фролова / Проработка новой позиции в коллекцию Тедди 29-05-2025,968,Рюкзак,4,3000,Доставка АВИА,https://docs.google.com/spreadsheets/d/12Gy84ubdGBiar4jY5Wz7pwMLi8cpRMyoUhuibLwK_lo,,,
561,[Просчет-РФ] Светлана Фролова / Проработка новой позиции в коллекцию Тедди 29-05-2025,968,Рюкзак,4,5000,Доставка АВИА,https://docs.google.com/spreadsheets/d/12Gy84ubdGBiar4jY5Wz7pwMLi8cpRMyoUhuibLwK_lo,,,
561,[Просчет-РФ] Светлана Фролова / Проработка новой позиции в коллекцию Тедди 29-05-2025,968,Рюкзак,4,5000,Доставка ЖД,https://docs.google.com/spreadsheets/d/12Gy84ubdGBiar4jY5Wz7pwMLi8cpRMyoUhuibLwK_lo,,,
561,[Просчет-РФ] Светлана Фролова / Проработка новой позиции в коллекцию Тедди 29-05-2025,968,Рюкзак,4,10000,Доставка АВИА,https://docs.google.com/spreadsheets/d/12Gy84ubdGBiar4jY5Wz7pwMLi8cpRMyoUhuibLwK_lo,,,
561,[Просчет-РФ] Светлана Фролова / Проработка новой позиции в коллекцию Тедди 29-05-2025,968,Рюкзак,4,10000,Доставка ЖД,https://docs.google.com/spreadsheets/d/12Gy84ubdGBiar4jY5Wz7pwMLi8cpRMyoUhuibLwK_lo,,,
561,[Просчет-РФ] Светлана Фролова / Проработка новой позиции в коллекцию Тедди 29-05-2025,968,Рюкзак,4,20000,Доставка ЖД,https://docs.google.com/spreadsheets/d/12Gy84ubdGBiar4jY5Wz7pwMLi8cpRMyoUhuibLwK_lo,,,
561,[Просчет-РФ] Светлана Фролова / Проработка новой позиции в коллекцию Тедди 29-05-2025,968,Рюкзак,4,20000,Доставка АВИА,https://docs.google.com/spreadsheets/d/12Gy84ubdGBiar4jY5Wz7pwMLi8cpRMyoUhuibLwK_lo,,,
